Unnamed: 0,tweet_id,screen_name,tweet_text,reply_count,published_date,tweet_url,media_url,images,target,No,anotasi,image_urls
1548,1.79E+18,mikachi_ara,"Kalo ada MV jomok lebih suka pake Watakana, jangan tanya alasannya kenapa 🥰🥰🥰 https://t.co/oTbKpnVsfm",0,Fri May 10 02:13:32 +0000 2024,https://twitter.com/mikachi_ara/status/1788754212509368589,"['https://pbs.twimg.com/media/GNLueMybIAAvbFh.jpg', 'https://pbs.twimg.com/media/GNLueS2aEAAwYVh.jpg', 'https://pbs.twimg.com/media/GNLueZ1bQAE3ygw.jpg', 'https://pbs.twimg.com/media/GNLuefxaMAA3wO4.jpg']",1788754212509368589_2.jpg,lgbt,11,,https://i.ibb.co/wY6vmFz/1f772ba911a9.jpg
310,1.63E+18,aparkjay,"@subNarnians ""hahaha seret gk lu? gue liat tadi ada yg kelolodan risol, boleh lu ambil sendiri ke abangnya nih gue bawa bawa sekedai biar apa? biar byur

yg udeh legal boleh minum amer, angkat gelasmu lalu mabuk bersamaku TAKE BEER DEMDUT""🍷🥂🍻🍺🍾 https://t.co/cuMhYlgY5R",1,Tue Feb 21 12:07:12 +0000 2023,https://twitter.com/aparkjay/status/1628003400507084801,"['https://pbs.twimg.com/media/FpfUdPragAAxiR9.jpg', 'https://pbs.twimg.com/media/FpfUdb9aYAE0EKu.jpg', 'https://pbs.twimg.com/media/FpfUdtRaAAATUca.jpg']",1628003400507084801_1.jpg,muslim,12,,https://i.ibb.co/sV0p6nR/2509349f3a62.jpg
1838,1.79E+18,134jey,lesbong nya masi kuat https://t.co/MA6RNZx1YG,0,Sun May 12 18:21:08 +0000 2024,https://twitter.com/134jey/status/1789722493885854023,['https://pbs.twimg.com/media/GNZej7KaQAAlYDb.jpg'],1789722493885854023_0.jpg,lgbt,13,,https://i.ibb.co/6wp0QMp/d7f3dfa1fed6.jpg
3868,1.60E+18,koecing_pasar,Ini laten komunis dg jubah ISLAM yang anda maksud @AbdiYanzil? https://t.co/l5oIIyaLBn,1,Wed Nov 23 23:17:22 +0000 2022,https://twitter.com/koecing_pasar/status/1595557148146139138,"['https://pbs.twimg.com/media/FiSOvXCXEAEeHvo.jpg', 'https://pbs.twimg.com/media/FiSOwCyWAAITgOe.jpg', 'https://pbs.twimg.com/media/FiSOwStXkAMnR-u.jpg', 'https://pbs.twimg.com/media/FiSOxLZXkAEP7JU.jpg']",1595557148146139138_3.jpg,muslim,14,,https://i.ibb.co/QD3Dn6K/37fe7587341c.jpg
543,1.79E+18,satrio_aji_,Juga di PSI itu gampang menemukan kader yg doyan cabul dan maksiat https://t.co/r8GYSvFy35,0,Thu May 09 12:57:47 +0000 2024,https://twitter.com/satrio_aji_/status/1788553956228239832,"['https://pbs.twimg.com/media/GNI4VbgbcAAMpaV.jpg', 'https://pbs.twimg.com/media/GNI4VfraIAAfbHS.jpg', 'https://pbs.twimg.com/media/GNI4VfvaYAI6HES.jpg']",1788553956228239832_0.jpg,muslim,15,,https://i.ibb.co/x2YQsPj/f47af6cb993d.jpg
2615,1.78E+18,widarto63285827,"@Sentjoko @AremaNita__ kadrun kalau nyebar kebohongan tidak takut berdosa
tapi suka hitung dosa orang, tapi merasa orang paling suci, wlu suka berbuat cabul di gibah orang https://t.co/WGlvhLFsFV",4,Sun Apr 21 08:18:31 +0000 2024,https://twitter.com/widarto63285827/status/1781960696332468567,"['https://pbs.twimg.com/media/GLrLwdSawAAD00D.jpg', 'https://pbs.twimg.com/media/GLrLwDzbQAAU938.jpg']",1781960696332468567_0.jpg,arab,16,,https://i.ibb.co/6XcGKY5/2579663867f4.jpg
5004,1.78E+18,margareccca,teruslah produktif dan terlihat menghambur2kan uang sampe dikira 💞ani ani💞 https://t.co/QKwitIafWn,0,Sat Apr 06 16:38:23 +0000 2024,https://twitter.com/margareccca/status/1776650672886460730,['https://pbs.twimg.com/media/GKfuXwuaQAEF-kX.jpg'],1776650672886460730_0.jpg,wanita,17,,https://i.ibb.co/JkfpqYJ/dcd5109d8898.jpg
1634,1.79E+18,Nayeah_39,Jomok nya sale ya kak tinggal sakuya 🥰 https://t.co/vQFmJ6BnSJ,0,Mon May 06 14:21:36 +0000 2024,https://twitter.com/Nayeah_39/status/1787487884683190647,['https://pbs.twimg.com/media/GM5uwPRboAA_HRo.jpg'],1787487884683190647_0.jpg,lgbt,18,,https://i.ibb.co/MR9BD3Z/07e2595a9038.jpg
3346,1.12E+18,killuawhitekofi,Isu semacam ini yg perlu disoroti kaum mayoritas. https://t.co/mmzrhF7Bu9,0,Tue Apr 16 08:29:51 +0000 2019,https://twitter.com/killuawhitekofi/status/1118068975378636800,['https://pbs.twimg.com/media/D4QtzC6UEAE8q6o.jpg'],1118068975378636800_0.jpg,muslim,19,,https://i.ibb.co/qDgKTRY/51377f9b060f.jpg
3198,1.65E+18,dnrfrm,"Alhamdulillah taun ini masih bisa berbagi, even gak seberapa tp insyaAllah berkah ridho ikhlas lilahita'ala. Take a beer!!! https://t.co/gb1O6DJJYZ",1,Sat Apr 15 02:47:05 +0000 2023,https://twitter.com/dnrfrm/status/1647069000923496448,['https://pbs.twimg.com/media/FtuQhXJacAIn5fp.jpg'],1647069000923496448_0.jpg,muslim,20,,https://i.ibb.co/ZNR4MTs/ee5d30b40f73.jpg
2613,1.78E+18,we_5jog,"Kadrun jembut,.... !!! 😛
Priper akun ke : 6  @we_6ine https://t.co/yxvkKZQLVX",67,Sun Apr 21 03:18:14 +0000 2024,https://twitter.com/we_5jog/status/1781885127431524718,['https://pbs.twimg.com/media/GLqHFHWakAArTmq.jpg'],1781885127431524718_0.jpg,arab,21,,https://i.ibb.co/bBsmvR7/5275ce74081f.jpg
2063,1.73E+18,el4n9bint4n9,"@kegblgnunfaedh GENK GENK CHINDO MULAI PAKE JURUS FITNAH UTK MERUSAK CITRA KIKI. 
INTINYA KITA SEMUA DAH TAU MASTERCHINDO ITU PROGRAM PALING RASIS !! YG JUARA CINA CINA SIPIT SEMUA https://t.co/OXQoTQCigR",1,Thu Nov 30 14:42:21 +0000 2023,https://twitter.com/el4n9bint4n9/status/1730235823633596831,['https://pbs.twimg.com/media/GAMIT0VWEAACsYP.jpg'],1730235823633596831_0.jpg,cina,22,,https://i.ibb.co/CQckZqK/ea8b0a598e9b.jpg
737,1.79E+18,Bacolteman,"nih liat nih tt dipamer pamerin sengaja banget buat mancing mancing, emang perek tuh selalu haus kontol #Pejuhin #pejuhinmuka #pejuhinfoto #PejuhinChallenge #kontolinfoto #kontolinmuka #SANGE_AAAAAAAAAA #SANGE_AAAAAAAAAAH #sangeberat #cumtributeِs https://t.co/qEFCfmifne",0,Sat May 11 17:15:58 +0000 2024,https://twitter.com/Bacolteman/status/1789343706719605242,"['https://pbs.twimg.com/media/GNUGnIzbMAAq14X.jpg', 'https://pbs.twimg.com/media/GNUGnLXaUAA-8Il.jpg']",1789343706719605242_0.jpg,wanita,23,,https://i.ibb.co/619S7sN/2ec3cea6679e.jpg
1398,1.42E+18,hazzzni,"Assalamualaikum, yg ga jwb kris10 https://t.co/nwcx5tSbCm",12,Sat Jul 31 09:31:22 +0000 2021,https://twitter.com/hazzzni/status/1421403100762361864,['https://pbs.twimg.com/media/E7nWlj9UUAE6zQV.jpg'],1421403100762361864_0.jpg,nonislam,24,,https://i.ibb.co/9vyffrW/c0bb5fbb417c.jpg
106,1.55E+18,marshallowww10,"Cewek bandung doyan seblak, cewe bali doyan rujak kuah pindah 💖 https://t.co/mlq9naDviV",11,Tue Jul 12 04:53:33 +0000 2022,https://twitter.com/marshallowww10/status/1546719389017583618,['https://pbs.twimg.com/media/FXcNFWeakAEqErT.jpg'],1546719389017583618_0.jpg,wanita,25,,https://i.ibb.co/4WsPNdp/fd97326b4f6f.jpg
1630,1.79E+18,cutecanaa,sedang mengurangi mengirim stiker jomok 😢 https://t.co/7vToRfC7Wg,1,Sat May 04 14:10:40 +0000 2024,https://twitter.com/cutecanaa/status/1786760358675570966,['https://pbs.twimg.com/media/GMvZE7gaIAAGMQ0.jpg'],1786760358675570966_0.jpg,lgbt,26,,https://i.ibb.co/qRwbWRv/9302d1d9c574.jpg
4232,1.41E+18,MakNcip,"Gini toh rasanya jadi team rahim anget aka gembus gosong

Allahuuu cintaaaaa
Abis potong rambut gak bisa diselametkan ini otakku https://t.co/6UWxvqHJpV",4,Wed Jul 07 11:54:54 +0000 2021,https://twitter.com/MakNcip/status/1412741913380220933,['https://pbs.twimg.com/media/E5sRPk8VEAImZQb.jpg'],1412741913380220933_0.jpg,wanita,27,,https://i.ibb.co/cbzQgFG/bc547c4021a5.jpg
2023,1.39E+18,balaputra_deva,Gini ya Sobat Gurun . Menyan itu digunakan juga di Masjidil Haram . Ada Haditsnya . Jangan beghok dong . https://t.co/5BR5fgVCBy,3,Tue May 11 18:44:02 +0000 2021,https://twitter.com/balaputra_deva/status/1392188767931232256,"['https://pbs.twimg.com/media/E1IMSwOVIAAwlYJ.jpg', 'https://pbs.twimg.com/media/E1IMTHrUYAEhe9L.jpg', 'https://pbs.twimg.com/media/E1IMTfvVUAAy-nL.jpg']",1392188767931232256_0.jpg,arab,28,,https://i.ibb.co/fkPzSWK/d4b503ab1aa0.jpg
82,1.73E+18,niacanemide,"How I dress irl. ✨

Kalo kata aku &amp; temen2 irl ini namanya outfit cewe seblak https://t.co/gSduO4OMRE",7,Tue Nov 28 05:54:29 +0000 2023,https://twitter.com/niacanemide/status/1729378208355913847,"['https://pbs.twimg.com/media/F__8P1Wb0AA-Boq.jpg', 'https://pbs.twimg.com/media/F__8P1YbgAA9vRK.jpg', 'https://pbs.twimg.com/media/F__8P1YbUAAwRbA.jpg', 'https://pbs.twimg.com/media/F__8P1XboAAC4pO.jpg']",1729378208355913847_2.jpg,wanita,29,,https://i.ibb.co/6XN57yW/1c0f83f3b603.jpg
3201,1.72E+18,KUda_niell,"Nabi lahir di Mekah meninggal di Medinah. 

Di kedua kota itu jarang terdengar cucu Nabi.. 
Anehnya ustru di Indonesia malah banyak yang ngaku cucu Nabi...?

Take a beer!
(Sigit Raharjo) https://t.co/pks1VLEuSo",60,Mon Nov 06 05:48:31 +0000 2023,https://twitter.com/KUda_niell/status/1721404172493545614,['https://pbs.twimg.com/media/F-On-NGboAAscxY.jpg'],1721404172493545614_0.jpg,muslim,30,,https://i.ibb.co/m6y7yJV/bd63b4030bed.jpg
2717,1.51E+18,OcongBoys,"Dokter di pecat dari hasil MUKTAMAR.
Yang pecat anggota MUI.

Beginilah onta arab klu di berikan kekuasaan..
@DivHumas_Polri agar bertindak, segera riksa yg bersangkutan karena telah meresahkan &amp; buat kegaduhan. 

Dasar &amp; Hak apa dia keputusan memecat seorang dokter berprestasi. https://t.co/KFeN136Stu",19,Tue Mar 29 03:31:29 +0000 2022,https://twitter.com/OcongBoys/status/1508648008573153281,['https://pbs.twimg.com/media/FO_LXYUakAYllWK.jpg'],1508648008573153281_0.jpg,arab,31,,https://i.ibb.co/ydv2MHq/4b60700920d2.jpg
2073,1.23E+18,ichawirsa,@NengAnyar15 Jangan bawa2 cina sipit Bu... Kan golonganmu jg cina sipit jg.. Rasis deh https://t.co/tjT7MoRnCd,1,Tue Feb 18 16:15:31 +0000 2020,https://twitter.com/ichawirsa/status/1229801627457994752,['https://pbs.twimg.com/media/EREiD-dU4AApLyz.jpg'],1229801627457994752_0.jpg,cina,32,,https://i.ibb.co/gRhPm3H/1c0676440393.jpg
2163,9.94E+17,davidridwanbetz,"Aku tak tak.tau saat saat ini sedang berada dimana dan di kota apa ? dimanakah kota ku dulu yg bernama "" Medan bestari"" itu ? dimanakah teman2 ku itu , mereka sudah terdesak oleh keras nya injakan kaki kapitalis neolib Cina ,sehingga pada berpindahan ke pinggir kota , oh pribumi https://t.co/Sa6rC1WrQ2",0,Thu May 10 05:05:22 +0000 2018,https://twitter.com/davidridwanbetz/status/994443253284982784,['https://pbs.twimg.com/media/Dcz41pWU8AAzOW1.jpg'],994443253284982784_0.jpg,cina,33,,https://i.ibb.co/db0xpHT/4d76524cd43b.jpg
3729,1.47E+18,f_fathur,"@Helmi_Felis @FahmiHerbal @COPETjat1neg4ra @nenggusti @Nicho_Silalahi @nung_306 @MissKoral @dpd_ummatCiamis @bangZhack86 Waduh… masa habib diminta nyanyi dangdut… bahaya ini, masa jadi kayak banserep..  
Parah… Parah.. (kompor gas)
coba Bang @DjudjuP di advokasi… 
Bib @mr_banan12 ini memenuhi unsur2 pencemaran lingkungan ehh.. (pakai avtur bukan gas lagu) https://t.co/Ux5ddmWXeH",2,Tue Dec 21 05:59:04 +0000 2021,https://twitter.com/f_fathur/status/1473171140881223680,['https://pbs.twimg.com/tweet_video_thumb/FHHBVuyUUAM-jTt.jpg'],1473171140881223680_0.jpg,muslim,34,,https://i.ibb.co/VNstpmB/775a5e6f8154.jpg
3958,1.73E+18,kamuunanyea,@tanyakanrl setauku yg minta tuh Amnesty Internasional Indonesia cmiiw. sebenernya aneh sih teriak soal pelanggaran HAM pdhl warga lokal juga punya hak buat menolak apalagi mereka udh tau gmn kelakuan pengungsi Rohingya https://t.co/UMNMq7CwpS,0,Tue Nov 21 06:01:54 +0000 2023,https://twitter.com/kamuunanyea/status/1726843358558175384,['https://pbs.twimg.com/media/F_b63bMbgAAdoHM.jpg'],1726843358558175384_0.jpg,rohingya,35,,https://i.ibb.co/0YQ49X1/50efd54a739d.jpg
3900,1.39E+18,Eliansanjaya1,"yang ngira gw non islam gagara muka kristen nama kristen, nih gw pake jubah, kurang islam apee https://t.co/SZiixPmovd",2,Fri May 14 00:09:28 +0000 2021,https://twitter.com/Eliansanjaya1/status/1392995440929361921,['https://pbs.twimg.com/media/E1Tp9rAUcAIEFOE.jpg'],1392995440929361921_0.jpg,muslim,36,,https://i.ibb.co/NTd8w95/6d74d1efe31e.jpg
2302,1.68E+18,jtuvanyx,Lingkaran syaiton fenomena pria2 homoseksual yg menikah dengan lawan jenis. Lingkaran ini akan terus berjalan slm masyarakat msh bersikeras tidak menerima eljibiti. Pd akhirnya yg rugi ya masyarakat sendiri https://t.co/klZ1Kh90NA,0,Fri Jul 14 01:44:47 +0000 2023,https://twitter.com/jtuvanyx/status/1679668232163307520,['https://pbs.twimg.com/media/F09hWuzaUAAyzdx.jpg'],1679668232163307520_0.jpg,lgbt,37,,https://i.ibb.co/tmpjm3D/8b815cc7b98f.jpg
3468,1.64E+18,Zuly_annie,@GunRomli siapa juga yg mau percaya tukang ngibul 'habib palsu'.. cetek modal bacot nyaring doank https://t.co/2xZP2zUwo0,4,Wed Mar 29 04:49:24 +0000 2023,https://twitter.com/Zuly_annie/status/1640939187414368256,['https://pbs.twimg.com/media/FsXJfl7aYAUQHpX.jpg'],1640939187414368256_0.jpg,muslim,38,,https://i.ibb.co/k3KcKnt/6a3c5fde6383.jpg
3686,1.77E+18,Buahterlar42596,Ini penghinaan agama lho.. Masa keturunan nabi dpt mas kawin cuma sejuta??? Masa kalah sama syahrini??? Si habib ternyata kere ya untuk menghalalkan silahturahmi kelamin https://t.co/0b20sHHFBJ,62,Mon Mar 25 07:14:23 +0000 2024,https://twitter.com/Buahterlar42596/status/1772160080542388499,['https://pbs.twimg.com/media/GJf57-AbsAAR7WY.jpg'],1772160080542388499_0.jpg,muslim,39,,https://i.ibb.co/QYDXGFj/3f2e52cbe547.jpg
2485,1.10E+18,ndrvmk,"Beberapa temen SMK sering bergunjing dibelakang, dan justifikasi sesat  ke aku karena dianggap membawa panji dan bendera pelangi :3 dan mempercepat kiamat. me also counter that like this : https://t.co/HYMZ63BAho",5,Thu Feb 28 01:52:56 +0000 2019,https://twitter.com/ndrvmk/status/1100936859293704193,['https://pbs.twimg.com/media/D0dQO4XUcAA3fSd.jpg'],1100936859293704193_0.jpg,lgbt,40,,https://i.ibb.co/F49PXS4/99a84b84c72a.jpg
2138,1.61E+18,BakarOligarki,"Cina2 Komunis Menyerang Pekerja Pribumi #Indonesia Dengan Tongkat Besi Di #Morowali ..

Saatnya Tiba Mengusir Semua Cina Komunis Dari #Indonesia .. https://t.co/wYWpTxLyN9",4,Sun Jan 15 04:40:48 +0000 2023,https://twitter.com/BakarOligarki/status/1614482709170237440,"['https://pbs.twimg.com/media/FmfLa7yaUAEs64O.jpg', 'https://pbs.twimg.com/media/FmfLa7dakAEizyB.jpg', 'https://pbs.twimg.com/media/FmfLa7VaAAAIB5C.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1614482654929510401/pu/img/UOvVWQN5bQYd7Ene.jpg']",1614482709170237440_3.jpg,cina,41,,https://i.ibb.co/C2F6nw0/55165ceaa68f.jpg
231,1.64E+18,agama_nusantara,"@ilhampurnama887 @urlight16 Kenyataannya banyak yang dipaksa jadi islam ktp agar statistik islam terlihat mayoritas gitu. Kalo nulis agama non islam di ktp , prosesnya lama, bahkan nggak diberikan ktp sama sekali  @pangarekaptogel @mx00711 https://t.co/8hczP3TeOG",1,Mon Apr 03 23:14:44 +0000 2023,https://twitter.com/agama_nusantara/status/1643029294183256064,"['https://pbs.twimg.com/media/Fs02a55aUAEDD3O.jpg', 'https://pbs.twimg.com/media/Fs02bTWaYAQSnSu.jpg', 'https://pbs.twimg.com/media/Fs02bh5agAIObXZ.jpg', 'https://pbs.twimg.com/media/Fs02b2taMAAINMj.jpg']",1643029294183256064_2.jpg,muslim,42,,https://i.ibb.co/996NjmB/ab7fb57cff02.jpg
2656,1.67E+18,am22ay09,"@islah_bahrawi Kadrun = Kadal Gurun = Binatang.

Anda sendiri yg sering nyebut nama binatang dan sekarang Anda lagi liburan. Berarti Anda mmg panutan, lakuin dulu lalu menasehati orang lain👌😂 https://t.co/cgiGseg2Rf",2,Sat Jun 24 07:26:56 +0000 2023,https://twitter.com/am22ay09/status/1672506578698907649,"['https://pbs.twimg.com/media/FzXv3fDaYAAO1vi.jpg', 'https://pbs.twimg.com/media/FzXv3pUaEAAPHKH.jpg']",1672506578698907649_0.jpg,arab,43,,https://i.ibb.co/w0HgchV/31181eeae27c.jpg
4995,1.78E+18,1102126s,alhamdulillah ga ky ani ani😊 https://t.co/v8ko96J1UB,0,Sun Apr 07 12:26:41 +0000 2024,https://twitter.com/1102126s/status/1776949718184345711,['https://pbs.twimg.com/media/GKj-WYFbIAABzdE.jpg'],1776949718184345711_0.jpg,wanita,44,,https://i.ibb.co/d52KZQ0/f6dae0a2bc37.jpg
3663,1.72E+18,KUda_niell,"Sebenernya, untuk tahu apakah seseorang itu keturunan nabi atau bukan, cukup suruh dia bilang ke Raja Salman. Karena sampai detik ini, gak ada seorangpun yang berani ngaku sebagai keturunan nabi ke Raja Salman. Saya gak tahu kenapa... Tuh? 🤔 https://t.co/BboyXZrWob",19,Sun Nov 05 08:06:47 +0000 2023,https://twitter.com/KUda_niell/status/1721076579252699397,['https://pbs.twimg.com/media/F-J-BqhagAAZ-eb.jpg'],1721076579252699397_0.jpg,muslim,45,,https://i.ibb.co/F5s83r0/4d5319fc8b50.jpg
2951,1.64E+18,balaputra_deva,"Pendeta , Pastor kaum minoritas jangan takut lagi.  Udah ada hukum yang menjerat pembubaran ibadah walau belom ada hukum untuk pembangunan rumah ibadah dengan dalih harus ada kesepakatan dengan penduduk sekitar . https://t.co/auSKxdESVP",10,Mon Mar 20 09:17:29 +0000 2023,https://twitter.com/balaputra_deva/status/1637745165002772481,"['https://pbs.twimg.com/ext_tw_video_thumb/1637745108044111875/pu/img/Si7QwfP7Sa8YUCLX.jpg', 'https://pbs.twimg.com/media/FrpwiuwaAAAfTu_.jpg']",1637745165002772481_1.jpg,nonislam,46,,https://i.ibb.co/jLqGSYD/dc6faedf19fb.jpg
1355,1.79E+18,xxz223j,"Menurut oten yang ngaku atheis ini peninggalan suku maya? Otak kok ditaroh dengkul,ini peninggalan majapahit dimusium amerika https://t.co/NV0wbK5TLg",0,Wed May 08 07:09:35 +0000 2024,https://twitter.com/xxz223j/status/1788103939164078294,['https://pbs.twimg.com/media/GNCfDm9bIAARDU_.jpg'],1788103939164078294_0.jpg,nonislam,47,,https://i.ibb.co/XYtdttP/150cb35564aa.jpg
275,1.76E+18,GHarold7072,"@UAmple81899 @Ranggaaci @Valhallaah Nih drun
Sudah dibungkus ky apapun jg tetap jadi santapan ustad
🤣🤣🤣🤣🤣🤣🤣
Take beer breeee
Dr des 23 sd feb 24 https://t.co/1KOqYnQZBe",0,Fri Feb 23 03:44:04 +0000 2024,https://twitter.com/GHarold7072/status/1760873132355883250,"['https://pbs.twimg.com/media/GG_gxOIbAAAhOV8.jpg', 'https://pbs.twimg.com/media/GG_gxRObgAA_K2D.jpg', 'https://pbs.twimg.com/media/GG_gxRMbYAAUAJM.jpg']",1760873132355883250_1.jpg,muslim,48,,https://i.ibb.co/Ttpkwsr/fe718aa098fb.jpg
3026,1.78E+18,makbos75,"Menolong wanita yg tersakiti dgn cara menikahinya,adlh suatu hal  yg sngt msk akal bagi penganut agama damai.
Namun kafir(kaum berfikir) itu adlh ..... https://t.co/XeCojnJ9X3",1,Wed Apr 24 23:48:57 +0000 2024,https://twitter.com/makbos75/status/1783282008682344838,['https://pbs.twimg.com/media/GL99h_hagAAedPn.jpg'],1783282008682344838_0.jpg,nonislam,49,,https://i.ibb.co/wQg5mZr/41be12ce10b2.jpg
884,5.88E+17,IM3Jabar,"kuliner sunda, siapa sih yang ngga tau kuliner 'peyeum' eh bukan peyeumpuan, enak.. :) #ReboNyunda http://t.co/LB8EkqrBXW",1,Wed Apr 15 02:51:09 +0000 2015,https://twitter.com/IM3Jabar/status/588172679527669760,['https://pbs.twimg.com/media/CCmb6n1WMAAUW5q.jpg'],588172679527669760_0.jpg,wanita,50,,https://i.ibb.co/LpQJ92p/a5c048cba901.jpg
